commodity_code,description,duty_pct
28352930,Fosfaten,5.5
28352990,Fosfaten,5.5
28353100,Fosfaten,5.5
28353900,Fosfaten,5.5
28362000,Carbonaten,5.5
28363000,Carbonaten,5.5
28364000,Carbonaten,5.5
28365000,Carbonaten,5.0
28366000,Carbonaten,5.5
28369100,Carbonaten,5.5
28369200,Carbonaten,5.5
28369911,Carbonaten,3.7
28369917,Carbonaten,5.5
28369990,Carbonaten,5.5
28371100,Cyaniden,5.5
28371900,Cyaniden,5.5
28372000,Cyaniden,5.5
28391100,Silicaten,5.0
28391900,Silicaten,5.0
28399000,Silicaten,5.0
28401100,Boraten,0.0
28401910,Boraten,0.0
28401990,Boraten,5.3
28402010,Boraten,0.0
28402090,Boraten,5.3
28403000,Boraten,5.5
28413000,Zouten van oxometaalzuren,5.5
28415000,Zouten van oxometaalzuren,5.5
28416100,Zouten van oxometaalzuren,5.5
28416900,Zouten van oxometaalzuren,5.5
28417000,Zouten van oxometaalzuren,5.5
28418000,Zouten van oxometaalzuren,5.5
28419030,Zouten van oxometaalzuren,4.6
28419040,Zouten van oxometaalzuren,5.5
28419070,Zouten van oxometaalzuren,5.5
28421000,Andere zouten,5.5
28429010,Andere zouten,5.3
28429020,Andere zouten,5.5
28429070,Andere zouten,5.5
28431010,Edele metalen in colloidale toestand,5.3
28431090,Edele metalen in colloidale toestand,3.7
28432100,Edele metalen in colloidale toestand,5.5
28432900,Edele metalen in colloidale toestand,5.5
28433000,Edele metalen in colloidale toestand,3.0
28439010,Edele metalen in colloidale toestand,5.3
28439090,Edele metalen in colloidale toestand,3.0
28441010,Radioactieve elementen,0.0
28441030,Radioactieve elementen,0.0
28441050,Radioactieve elementen,0.0
28441090,Radioactieve elementen,0.0
28442025,Radioactieve elementen,0.0
28442035,Radioactieve elementen,0.0
28442051,Radioactieve elementen,0.0
28442059,Radioactieve elementen,0.0
28442099,Radioactieve elementen,0.0
28443011,Radioactieve elementen,5.5
28443019,Radioactieve elementen,2.9
28443051,Radioactieve elementen,5.5
28443055,Radioactieve elementen,0.0
28443061,Radioactieve elementen,0.0
28443069,Radioactieve elementen,0.0
28443091,Radioactieve elementen,0.0
28443099,Radioactieve elementen,0.0
28444110,Radioactieve elementen,0.0
28444190,Radioactieve elementen,0.0
28444210,Radioactieve elementen,0.0
28444290,Radioactieve elementen,0.0
28444310,Radioactieve elementen,0.0
28444320,Radioactieve elementen,0.0
28444380,Radioactieve elementen,0.0
28444400,Radioactieve elementen,0.0
28445000,Radioactieve elementen,0.0
28451000,Isotopen,5.5
28452000,Isotopen,5.5
28453000,Isotopen,5.5
28454000,Isotopen,5.5
28459010,Isotopen,5.5
28459090,Isotopen,5.5
28461000,Zeldzame aardmetalen,3.2
28469030,Zeldzame aardmetalen,3.2
28469040,Zeldzame aardmetalen,3.2
28469050,Zeldzame aardmetalen,3.2
28469060,Zeldzame aardmetalen,3.2
28469070,Zeldzame aardmetalen,3.2
28469090,Zeldzame aardmetalen,3.2
28470000,Waterstofperoxide,5.5
28491000,Carbiden,5.5
28492000,Carbiden,5.5
28499010,Carbiden,4.1
28499030,Carbiden,5.5
28499050,Carbiden,5.5
28499090,Carbiden,5.3
28500020,"Hydriden, nitriden",4.6
28500060,"Hydriden, nitriden",5.5
28500090,"Hydriden, nitriden",5.3
28521000,Anorganische en organische kwikverbindingen,5.5
28529000,Anorganische en organische kwikverbindingen,5.5
28531000,GN 2853,5.5
28539010,GN 2853,2.7
28539030,GN 2853,4.1
28539090,GN 2853,5.5
29011000,Acyclische koolwaterstoffen,0.0
29012100,Acyclische koolwaterstoffen,0.0
29012200,Acyclische koolwaterstoffen,0.0
29012300,Acyclische koolwaterstoffen,0.0
29012400,Acyclische koolwaterstoffen,0.0
29012900,Acyclische koolwaterstoffen,0.0
29021100,Cyclische koolwaterstoffen,0.0
29021900,Cyclische koolwaterstoffen,0.0
29022000,Cyclische koolwaterstoffen,0.0
29023000,Cyclische koolwaterstoffen,0.0
29024100,Cyclische koolwaterstoffen,0.0
29024200,Cyclische koolwaterstoffen,0.0
29024300,Cyclische koolwaterstoffen,0.0
29024400,Cyclische koolwaterstoffen,0.0
29025000,Cyclische koolwaterstoffen,0.0
29026000,Cyclische koolwaterstoffen,0.0
29027000,Cyclische koolwaterstoffen,0.0
29029000,Cyclische koolwaterstoffen,0.0
29031100,Gehalogeneerde koolwaterstoffen,5.5
29031200,Gehalogeneerde koolwaterstoffen,5.5
29031300,Gehalogeneerde koolwaterstoffen,5.5
29031400,Gehalogeneerde koolwaterstoffen,5.5
29031500,Gehalogeneerde koolwaterstoffen,5.5
29031900,Gehalogeneerde koolwaterstoffen,5.5
29032100,Gehalogeneerde koolwaterstoffen,5.5
29032200,Gehalogeneerde koolwaterstoffen,5.5
29032300,Gehalogeneerde koolwaterstoffen,5.5
29032900,Gehalogeneerde koolwaterstoffen,5.5
29034100,Gehalogeneerde koolwaterstoffen,5.5
29034200,Gehalogeneerde koolwaterstoffen,5.5
29034300,Gehalogeneerde koolwaterstoffen,5.5
29034400,Gehalogeneerde koolwaterstoffen,5.5
29034500,Gehalogeneerde koolwaterstoffen,5.5
29034600,Gehalogeneerde koolwaterstoffen,5.5
29034700,Gehalogeneerde koolwaterstoffen,5.5
29034800,Gehalogeneerde koolwaterstoffen,5.5
29034910,Gehalogeneerde koolwaterstoffen,5.5
29034930,Gehalogeneerde koolwaterstoffen,5.5
29034990,Gehalogeneerde koolwaterstoffen,5.5
29035100,Gehalogeneerde koolwaterstoffen,5.5
29035900,Gehalogeneerde koolwaterstoffen,5.5
29036100,Gehalogeneerde koolwaterstoffen,5.5
29036200,Gehalogeneerde koolwaterstoffen,5.5
29036911,Gehalogeneerde koolwaterstoffen,0.0
29036919,Gehalogeneerde koolwaterstoffen,5.5
29036980,Gehalogeneerde koolwaterstoffen,5.5
29037100,Gehalogeneerde koolwaterstoffen,5.5
29037200,Gehalogeneerde koolwaterstoffen,5.5
29037300,Gehalogeneerde koolwaterstoffen,5.5
29037400,Gehalogeneerde koolwaterstoffen,5.5
29037500,Gehalogeneerde koolwaterstoffen,5.5
29037610,Gehalogeneerde koolwaterstoffen,5.5
29037620,Gehalogeneerde koolwaterstoffen,5.5
29037690,Gehalogeneerde koolwaterstoffen,5.5
29037760,Gehalogeneerde koolwaterstoffen,5.5
29037790,Gehalogeneerde koolwaterstoffen,5.5
29037800,Gehalogeneerde koolwaterstoffen,5.5
29037930,Gehalogeneerde koolwaterstoffen,5.5
29037980,Gehalogeneerde koolwaterstoffen,5.5
29038100,Gehalogeneerde koolwaterstoffen,5.5
29038200,Gehalogeneerde koolwaterstoffen,5.5
29038300,Gehalogeneerde koolwaterstoffen,5.5
29038910,Gehalogeneerde koolwaterstoffen,0.0
29038920,Gehalogeneerde koolwaterstoffen,5.5
29038970,Gehalogeneerde koolwaterstoffen,5.5
29039100,Gehalogeneerde koolwaterstoffen,5.5
29039200,Gehalogeneerde koolwaterstoffen,5.5
29039300,Gehalogeneerde koolwaterstoffen,5.5
29039400,Gehalogeneerde koolwaterstoffen,5.5
29039910,Gehalogeneerde koolwaterstoffen,0.0
29039980,Gehalogeneerde koolwaterstoffen,5.5
29041000,Sulfo- en nitroverbindingen,5.5
29042000,Sulfo- en nitroverbindingen,5.5
29043100,Sulfo- en nitroverbindingen,5.5
29043200,Sulfo- en nitroverbindingen,5.5
29043300,Sulfo- en nitroverbindingen,5.5
29043400,Sulfo- en nitroverbindingen,5.5
29043500,Sulfo- en nitroverbindingen,5.5
29043600,Sulfo- en nitroverbindingen,5.5
29049100,Sulfo- en nitroverbindingen,5.5
29049900,Sulfo- en nitroverbindingen,5.5
29051100,Acyclische alcoholen,5.5
29051200,Acyclische alcoholen,5.5
29051300,Acyclische alcoholen,5.5
29051410,Acyclische alcoholen,4.6
29051490,Acyclische alcoholen,5.5
29051620,Acyclische alcoholen,0.0
29051685,Acyclische alcoholen,5.5
29051700,Acyclische alcoholen,5.5
29051900,Acyclische alcoholen,5.5
29052200,Acyclische alcoholen,5.5
29052910,Acyclische alcoholen,5.5
29052990,Acyclische alcoholen,5.5
29053100,Acyclische alcoholen,5.5
29053200,Acyclische alcoholen,5.5
29053920,Acyclische alcoholen,0.0
29053926,Acyclische alcoholen,5.5
29053928,Acyclische alcoholen,5.5
29053930,Acyclische alcoholen,0.0
29053995,Acyclische alcoholen,5.5
29054100,Acyclische alcoholen,5.5
29054200,Acyclische alcoholen,5.5
29054300,Acyclische alcoholen,9.6
29054411,Acyclische alcoholen,7.7
29054419,Acyclische alcoholen,9.0
29054491,Acyclische alcoholen,7.7
29054499,Acyclische alcoholen,9.0
29054500,Acyclische alcoholen,3.8
29054900,Acyclische alcoholen,5.5
29055100,Acyclische alcoholen,0.0
29055991,Acyclische alcoholen,0.0
29055998,Acyclische alcoholen,5.5
29061100,Cyclische alcoholen,5.5
29061200,Cyclische alcoholen,5.5
29061310,Cyclische alcoholen,5.5
29061390,Cyclische alcoholen,0.0
29061900,Cyclische alcoholen,5.5
29062100,Cyclische alcoholen,5.5
29062900,Cyclische alcoholen,5.5
29071100,Fenolen,3.0
29071200,Fenolen,2.1
29071300,Fenolen,5.5
29071510,Fenolen,0.0
29071590,Fenolen,5.5
29071910,Fenolen,2.1
29071990,Fenolen,5.5
29072100,Fenolen,5.5
29072200,Fenolen,5.5
29072300,Fenolen,5.5
29072900,Fenolen,5.5
29081100,Gehalogeneerde fenolen,5.5
29081900,Gehalogeneerde fenolen,5.5
29089100,Gehalogeneerde fenolen,5.5
29089200,Gehalogeneerde fenolen,5.5
29089900,Gehalogeneerde fenolen,5.5
29091100,Ethers,5.5
29091910,Ethers,5.5
29091990,Ethers,5.5
29092000,Ethers,5.5
29093010,Ethers,0.0
29093031,Ethers,0.0
29093035,Ethers,0.0
29093037,Ethers,5.5
29093039,Ethers,5.5
29093090,Ethers,5.5
29094100,Ethers,5.5
29094300,Ethers,5.5
29094400,Ethers,5.5
29094911,Ethers,0.0
29094980,Ethers,5.5
29095000,Ethers,5.5
29096010,Ethers,5.0
29096090,Ethers,5.5
29101000,Epoxiden,5.5
29102000,Epoxiden,5.5
29103000,Epoxiden,5.5
29104000,Epoxiden,5.5
29105000,Epoxiden,5.5
29109000,Epoxiden,5.5
29110000,Acetalen,5.0
29121100,Aldehyden,5.5
29121200,Aldehyden,5.5
29121900,Aldehyden,5.5
29122100,Aldehyden,5.5
29122900,Aldehyden,5.5
29124100,Aldehyden,5.5
29124200,Aldehyden,5.5
29124900,Aldehyden,5.5
29125000,Aldehyden,5.5
29126000,Aldehyden,5.5
29130000,Gehalogeneerde aldehyden,5.5
29141100,Ketonen en quinonen,5.5
29141200,Ketonen en quinonen,5.5
29141300,Ketonen en quinonen,5.5
29141910,Ketonen en quinonen,0.0
29141990,Ketonen en quinonen,5.5
29142200,Ketonen en quinonen,5.5
29142300,Ketonen en quinonen,5.5
29142900,Ketonen en quinonen,5.5
29143100,Ketonen en quinonen,5.5
29143900,Ketonen en quinonen,5.5
29144010,Ketonen en quinonen,5.5
29144090,Ketonen en quinonen,3.0
29145000,Ketonen en quinonen,5.5
29146100,Ketonen en quinonen,5.5
29146200,Ketonen en quinonen,5.5
29146910,Ketonen en quinonen,0.0
29146980,Ketonen en quinonen,5.5
29147100,Ketonen en quinonen,5.5
29147900,Ketonen en quinonen,5.5
29151100,Verzadigde acyclische monocarbonzuren,5.5
29151200,Verzadigde acyclische monocarbonzuren,5.5
29151300,Verzadigde acyclische monocarbonzuren,5.5
29152100,Verzadigde acyclische monocarbonzuren,5.5
29152400,Verzadigde acyclische monocarbonzuren,5.5
29152900,Verzadigde acyclische monocarbonzuren,5.5
29153100,Verzadigde acyclische monocarbonzuren,5.5
29153200,Verzadigde acyclische monocarbonzuren,5.5
29153300,Verzadigde acyclische monocarbonzuren,5.5
29153600,Verzadigde acyclische monocarbonzuren,5.5
29153900,Verzadigde acyclische monocarbonzuren,5.5
29154000,Verzadigde acyclische monocarbonzuren,5.5
29155000,Verzadigde acyclische monocarbonzuren,4.2
29156011,Verzadigde acyclische monocarbonzuren,0.0
29156019,Verzadigde acyclische monocarbonzuren,5.5
29156090,Verzadigde acyclische monocarbonzuren,5.5
29157040,Verzadigde acyclische monocarbonzuren,5.5
29157050,Verzadigde acyclische monocarbonzuren,5.5
29159015,Verzadigde acyclische monocarbonzuren,5.5
29159030,Verzadigde acyclische monocarbonzuren,5.5
29159090,Verzadigde acyclische monocarbonzuren,5.5
29161100,Onverzadigde acyclische monocarbonzuren,6.5
29161200,Onverzadigde acyclische monocarbonzuren,6.5
29161300,Onverzadigde acyclische monocarbonzuren,6.5
29161400,Onverzadigde acyclische monocarbonzuren,6.5
29161500,Onverzadigde acyclische monocarbonzuren,6.5
29161600,Onverzadigde acyclische monocarbonzuren,6.5
29161910,Onverzadigde acyclische monocarbonzuren,5.9
29161940,Onverzadigde acyclische monocarbonzuren,0.0
29161995,Onverzadigde acyclische monocarbonzuren,6.5
29162000,Onverzadigde acyclische monocarbonzuren,6.5
29163100,Onverzadigde acyclische monocarbonzuren,6.5
29163200,Onverzadigde acyclische monocarbonzuren,6.5
29163400,Onverzadigde acyclische monocarbonzuren,0.0
29163910,Onverzadigde acyclische monocarbonzuren,0.0
29163990,Onverzadigde acyclische monocarbonzuren,6.5
29171100,Polycarbonzuren,6.5
29171200,Polycarbonzuren,6.5
29171310,Polycarbonzuren,0.0
29171390,Polycarbonzuren,6.0
29171400,Polycarbonzuren,6.5
29171910,Polycarbonzuren,6.5
29171920,Polycarbonzuren,6.3
29171980,Polycarbonzuren,6.3
29172000,Polycarbonzuren,6.0
29173200,Polycarbonzuren,6.5
29173300,Polycarbonzuren,6.5
29173400,Polycarbonzuren,6.5
29173500,Polycarbonzuren,6.5
29173600,Polycarbonzuren,6.5
29173700,Polycarbonzuren,6.5
29173920,Polycarbonzuren,0.0
29173935,Polycarbonzuren,6.5
29173985,Polycarbonzuren,6.5
29181100,Carbonzuren met bijkomende zuurstoffunctie,6.5
29181200,Carbonzuren met bijkomende zuurstoffunctie,6.5
29181300,Carbonzuren met bijkomende zuurstoffunctie,6.5
29181400,Carbonzuren met bijkomende zuurstoffunctie,6.5
29181500,Carbonzuren met bijkomende zuurstoffunctie,6.5
29181600,Carbonzuren met bijkomende zuurstoffunctie,6.5
29181700,Carbonzuren met bijkomende zuurstoffunctie,6.5
29181800,Carbonzuren met bijkomende zuurstoffunctie,6.5
29181930,Carbonzuren met bijkomende zuurstoffunctie,6.3
29181940,Carbonzuren met bijkomende zuurstoffunctie,0.0
29181998,Carbonzuren met bijkomende zuurstoffunctie,6.5
29182100,Carbonzuren met bijkomende zuurstoffunctie,6.5
29182200,Carbonzuren met bijkomende zuurstoffunctie,6.5
29182300,Carbonzuren met bijkomende zuurstoffunctie,6.5
29182900,Carbonzuren met bijkomende zuurstoffunctie,6.5
29183000,Carbonzuren met bijkomende zuurstoffunctie,6.5
29189100,Carbonzuren met bijkomende zuurstoffunctie,6.5
29189940,Carbonzuren met bijkomende zuurstoffunctie,0.0
29189990,Carbonzuren met bijkomende zuurstoffunctie,6.5
29191000,Fosforzuuresters,6.5
29199000,Fosforzuuresters,6.5
29201100,Andere esters van anorganische zuren,6.5
29201900,Andere esters van anorganische zuren,6.5
29202100,Andere esters van anorganische zuren,6.5
29202200,Andere esters van anorganische zuren,6.5
29202300,Andere esters van anorganische zuren,6.5
29202400,Andere esters van anorganische zuren,6.5
29202900,Andere esters van anorganische zuren,6.5
29203000,Andere esters van anorganische zuren,6.5
29209010,Andere esters van anorganische zuren,6.5
29209070,Andere esters van anorganische zuren,6.5
29211100,Aminoverbindingen,6.5
29211200,Aminoverbindingen,6.5
29211300,Aminoverbindingen,6.5
29211400,Aminoverbindingen,6.5
29211940,Aminoverbindingen,0.0
29211950,Aminoverbindingen,5.7
29211999,Aminoverbindingen,6.5
29212100,Aminoverbindingen,6.0
29212200,Aminoverbindingen,6.5
29212900,Aminoverbindingen,6.0
29213010,Aminoverbindingen,6.3
29213091,Aminoverbindingen,0.0
29213099,Aminoverbindingen,6.5
29214100,Aminoverbindingen,6.5
29214200,Aminoverbindingen,6.5
29214300,Aminoverbindingen,6.5
29214400,Aminoverbindingen,6.5
29214500,Aminoverbindingen,6.5
29214600,Aminoverbindingen,0.0
29214900,Aminoverbindingen,6.5
29215111,Aminoverbindingen,0.0
29215119,Aminoverbindingen,6.5
29215190,Aminoverbindingen,6.5
29215950,Aminoverbindingen,0.0
29215990,Aminoverbindingen,6.5
29221100,Aminoverbindingen met zuurstoffunctie,6.5
29221200,Aminoverbindingen met zuurstoffunctie,6.5
29221400,Aminoverbindingen met zuurstoffunctie,0.0
29221500,Aminoverbindingen met zuurstoffunctie,6.5
29221600,Aminoverbindingen met zuurstoffunctie,6.5
29221700,Aminoverbindingen met zuurstoffunctie,6.5
29221800,Aminoverbindingen met zuurstoffunctie,6.5
29221900,Aminoverbindingen met zuurstoffunctie,6.5
29222100,Aminoverbindingen met zuurstoffunctie,6.5
29222900,Aminoverbindingen met zuurstoffunctie,6.5
29223100,Aminoverbindingen met zuurstoffunctie,0.0
29223900,Aminoverbindingen met zuurstoffunctie,6.5
29224100,Aminoverbindingen met zuurstoffunctie,6.3
29224200,Aminoverbindingen met zuurstoffunctie,6.5
29224300,Aminoverbindingen met zuurstoffunctie,6.5
29224400,Aminoverbindingen met zuurstoffunctie,0.0
29224920,Aminoverbindingen met zuurstoffunctie,0.0
29224985,Aminoverbindingen met zuurstoffunctie,6.5
29225000,Aminoverbindingen met zuurstoffunctie,6.5
29231000,Quaternaire ammoniumzouten,6.5
29232000,Quaternaire ammoniumzouten,5.7
29233000,Quaternaire ammoniumzouten,6.5
29234000,Quaternaire ammoniumzouten,6.5
29239000,Quaternaire ammoniumzouten,6.5
29241100,Carbonzuuramiden,0.0
29241200,Carbonzuuramiden,6.5
29241900,Carbonzuuramiden,6.5
29242100,Carbonzuuramiden,6.5
29242300,Carbonzuuramiden,6.5
29242400,Carbonzuuramiden,0.0
29242500,Carbonzuuramiden,6.5
29242910,Carbonzuuramiden,0.0
29242970,Carbonzuuramiden,6.5
29251100,Carbonzuurimiden,6.5
29251200,Carbonzuurimiden,0.0
29251920,Carbonzuurimiden,0.0
29251995,Carbonzuurimiden,6.5
29252100,Carbonzuurimiden,6.5
29252900,Carbonzuurimiden,6.5
29261000,Nitrilverbindingen,6.5
29262000,Nitrilverbindingen,6.5
29263000,Nitrilverbindingen,6.5
29264000,Nitrilverbindingen,6.5
29269020,Nitrilverbindingen,6.0
29269070,Nitrilverbindingen,6.5
29270000,"Diazo-, azo- en azoxyverbindingen",6.5
29280010,Organische derivaten van hydrazine,0.0
29280090,Organische derivaten van hydrazine,6.5
29291000,Verbindingen met andere stikstoffuncties,6.5
29299010,Verbindingen met andere stikstoffuncties,6.5
29299090,Verbindingen met andere stikstoffuncties,6.5
29301000,Organowavelverbindingen,6.5
29302000,Organowavelverbindingen,6.5
29303000,Organowavelverbindingen,6.5
29304010,Organowavelverbindingen,0.0
29304090,Organowavelverbindingen,6.5
29306000,Organowavelverbindingen,6.5
29307000,Organowavelverbindingen,6.5
29308000,Organowavelverbindingen,6.5
29309013,Organowavelverbindingen,6.5
29309016,Organowavelverbindingen,6.5
29309030,Organowavelverbindingen,0.0
29309040,Organowavelverbindingen,0.0
29309050,Organowavelverbindingen,0.0
29309080,Organowavelverbindingen,6.5
29309095,Organowavelverbindingen,6.5
29311000,Andere organometaalverbindingen,6.5
29312000,Andere organometaalverbindingen,6.5
29314100,Andere organometaalverbindingen,6.5
29314200,Andere organometaalverbindingen,6.5
29314300,Andere organometaalverbindingen,6.5
29314400,Andere organometaalverbindingen,6.5
29314500,Andere organometaalverbindingen,6.5
29314600,Andere organometaalverbindingen,6.5
29314700,Andere organometaalverbindingen,6.5
29314800,Andere organometaalverbindingen,6.5
29314910,Andere organometaalverbindingen,6.5
29314920,Andere organometaalverbindingen,6.5
29314930,Andere organometaalverbindingen,6.5
29314940,Andere organometaalverbindingen,6.5
29314950,Andere organometaalverbindingen,6.5
29314960,Andere organometaalverbindingen,6.5
29314980,Andere organometaalverbindingen,6.5
29315100,Andere organometaalverbindingen,6.5
29315200,Andere organometaalverbindingen,6.5
29315300,Andere organometaalverbindingen,6.5
29315400,Andere organometaalverbindingen,6.5
29315910,Andere organometaalverbindingen,6.5
29315990,Andere organometaalverbindingen,6.5
29319000,Andere organometaalverbindingen,6.5
29321100,Heterocyclische verbindingen met zuurstof,6.5
29321200,Heterocyclische verbindingen met zuurstof,6.5
29321300,Heterocyclische verbindingen met zuurstof,6.5
29321400,Heterocyclische verbindingen met zuurstof,6.5
29321900,Heterocyclische verbindingen met zuurstof,6.5
29322010,Heterocyclische verbindingen met zuurstof,0.0
29322020,Heterocyclische verbindingen met zuurstof,6.5
29322090,Heterocyclische verbindingen met zuurstof,6.5
29329100,Heterocyclische verbindingen met zuurstof,6.5
29329200,Heterocyclische verbindingen met zuurstof,6.5
29329300,Heterocyclische verbindingen met zuurstof,6.5
29329400,Heterocyclische verbindingen met zuurstof,6.5
29329500,Heterocyclische verbindingen met zuurstof,6.5
29329600,Heterocyclische verbindingen met zuurstof,6.5
29329900,Heterocyclische verbindingen met zuurstof,6.5
29331110,Heterocyclische verbindingen met stikstof,0.0
29331190,Heterocyclische verbindingen met stikstof,6.5
29331910,Heterocyclische verbindingen met stikstof,0.0
29331990,Heterocyclische verbindingen met stikstof,6.5
29332100,Heterocyclische verbindingen met stikstof,6.5
29332910,Heterocyclische verbindingen met stikstof,0.0
29332990,Heterocyclische verbindingen met stikstof,6.5
29333100,Heterocyclische verbindingen met stikstof,5.3
29333200,Heterocyclische verbindingen met stikstof,6.5
29333300,Heterocyclische verbindingen met stikstof,6.5
29333400,Heterocyclische verbindingen met stikstof,6.5
29333500,Heterocyclische verbindingen met stikstof,6.5
29333600,Heterocyclische verbindingen met stikstof,6.5
29333700,Heterocyclische verbindingen met stikstof,6.5
29333910,Heterocyclische verbindingen met stikstof,0.0
29333920,Heterocyclische verbindingen met stikstof,0.0
29333925,Heterocyclische verbindingen met stikstof,0.0
29333935,Heterocyclische verbindingen met stikstof,0.0
29333940,Heterocyclische verbindingen met stikstof,0.0
29333945,Heterocyclische verbindingen met stikstof,0.0
29333950,Heterocyclische verbindingen met stikstof,4.0
29333955,Heterocyclische verbindingen met stikstof,0.0
29333999,Heterocyclische verbindingen met stikstof,6.5
29334100,Heterocyclische verbindingen met stikstof,0.0
29334910,Heterocyclische verbindingen met stikstof,5.5
29334930,Heterocyclische verbindingen met stikstof,0.0
29334990,Heterocyclische verbindingen met stikstof,6.5
29335200,Heterocyclische verbindingen met stikstof,6.5
29335310,Heterocyclische verbindingen met stikstof,0.0
29335390,Heterocyclische verbindingen met stikstof,6.5
29335400,Heterocyclische verbindingen met stikstof,6.5
29335500,Heterocyclische verbindingen met stikstof,0.0
29335910,Heterocyclische verbindingen met stikstof,0.0
29335920,Heterocyclische verbindingen met stikstof,0.0
29335995,Heterocyclische verbindingen met stikstof,6.5
29336100,Heterocyclische verbindingen met stikstof,6.5
29336910,Heterocyclische verbindingen met stikstof,5.5
29336940,Heterocyclische verbindingen met stikstof,0.0
29336980,Heterocyclische verbindingen met stikstof,6.5
29337100,Heterocyclische verbindingen met stikstof,6.5
29337200,Heterocyclische verbindingen met stikstof,0.0
29337900,Heterocyclische verbindingen met stikstof,6.5
29339110,Heterocyclische verbindingen met stikstof,0.0
29339190,Heterocyclische verbindingen met stikstof,6.5
29339200,Heterocyclische verbindingen met stikstof,6.5
29339920,Heterocyclische verbindingen met stikstof,5.5
29339950,Heterocyclische verbindingen met stikstof,0.0
29339980,Heterocyclische verbindingen met stikstof,6.5
29341000,Nucleïnezuren,6.5
29342020,Nucleïnezuren,6.5
29342080,Nucleïnezuren,6.5
29343010,Nucleïnezuren,0.0
29343090,Nucleïnezuren,6.5
29349100,Nucleïnezuren,0.0
29349200,Nucleïnezuren,6.5
29349960,Nucleïnezuren,0.0
29349990,Nucleïnezuren,6.5
29351000,Sulfonamiden,6.5
29352000,Sulfonamiden,6.5
29353000,Sulfonamiden,6.5
29354000,Sulfonamiden,6.5
29355000,Sulfonamiden,6.5
29359030,Sulfonamiden,0.0
29359090,Sulfonamiden,6.5
29362100,Provitaminen en vitaminen,0.0
29362200,Provitaminen en vitaminen,0.0
29362300,Provitaminen en vitaminen,0.0
29362400,Provitaminen en vitaminen,0.0
29362500,Provitaminen en vitaminen,0.0
29362600,Provitaminen en vitaminen,0.0
29362700,Provitaminen en vitaminen,0.0
29362800,Provitaminen en vitaminen,0.0
29362900,Provitaminen en vitaminen,0.0
29369000,Provitaminen en vitaminen,0.0
29371100,Hormonen,0.0
29371200,Hormonen,0.0
29371900,Hormonen,0.0
29372100,Hormonen,0.0
29372200,Hormonen,0.0
29372300,Hormonen,0.0
29372900,Hormonen,0.0
29375000,Hormonen,0.0
29379000,Hormonen,0.0
29381000,Glycosiden,6.5
29389010,Glycosiden,6.0
29389030,Glycosiden,5.7
29389090,Glycosiden,6.5
29391100,Plantaardige alkaloïden,0.0
29391900,Plantaardige alkaloïden,0.0
29392000,Plantaardige alkaloïden,0.0
29393000,Plantaardige alkaloïden,0.0
29394100,Plantaardige alkaloïden,0.0
29394200,Plantaardige alkaloïden,0.0
29394300,Plantaardige alkaloïden,0.0
29394400,Plantaardige alkaloïden,0.0
29394500,Plantaardige alkaloïden,0.0
29394900,Plantaardige alkaloïden,0.0
29395100,Plantaardige alkaloïden,0.0
29395900,Plantaardige alkaloïden,0.0
29396100,Plantaardige alkaloïden,0.0
29396200,Plantaardige alkaloïden,0.0
29396300,Plantaardige alkaloïden,0.0
29396900,Plantaardige alkaloïden,0.0
29397200,Plantaardige alkaloïden,0.0
29397910,Plantaardige alkaloïden,0.0
29397990,Plantaardige alkaloïden,0.0
29398000,Plantaardige alkaloïden,0.0
29400000,Suikers chemisch zuiver,6.5
29411000,Antibiotica,0.0
29412030,Antibiotica,5.3
29412080,Antibiotica,0.0
29413000,Antibiotica,0.0
29414000,Antibiotica,0.0
29415000,Antibiotica,0.0
29419000,Antibiotica,0.0
29420000,Andere organische verbindingen,6.5
30012010,Klieren en andere organen voor orgaantherapie,0.0
30012090,Klieren en andere organen voor orgaantherapie,0.0
30019020,Klieren en andere organen voor orgaantherapie,0.0
30019091,Klieren en andere organen voor orgaantherapie,0.0
30019098,Klieren en andere organen voor orgaantherapie,0.0
30021200,"Menselijk bloed, antisera, vaccins",0.0
30021300,"Menselijk bloed, antisera, vaccins",0.0
30021400,"Menselijk bloed, antisera, vaccins",0.0
30021500,"Menselijk bloed, antisera, vaccins",0.0
30024110,"Menselijk bloed, antisera, vaccins",0.0
30024190,"Menselijk bloed, antisera, vaccins",0.0
30024200,"Menselijk bloed, antisera, vaccins",0.0
30024900,"Menselijk bloed, antisera, vaccins",0.0
30025100,"Menselijk bloed, antisera, vaccins",0.0
30025900,"Menselijk bloed, antisera, vaccins",0.0
30029010,"Menselijk bloed, antisera, vaccins",0.0
30029030,"Menselijk bloed, antisera, vaccins",0.0
30031000,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
30032000,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
30033100,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
30033900,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
30034100,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
30034200,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
30034300,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
30034900,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
30036000,"Geneesmiddelen (mengsel, niet gedoseerd)",0.0
